2010-05-01 19:06:07 startup archives unpack
2010-05-01 19:17:50 status installed language-pack-en-base 1:10.04+20100422
2010-05-01 19:17:50 status triggers-awaited language-pack-en-base 1:10.04+20100422
2010-05-01 19:17:51 configure language-pack-ro-base 1:10.04+20100422 1:10.04+20100422
2010-05-01 19:17:51 status unpacked language-pack-ro-base 1:10.04+20100422
2010-05-01 19:17:51 status half-configured language-pack-ro-base 1:10.04+20100422
2010-05-01 19:17:52 status installed language-pack-ro-base 1:10.04+20100422
2010-05-01 19:17:52 status triggers-awaited language-pack-ro-base 1:10.04+20100422
2010-05-01 19:17:52 configure firefox 3.6.5~hg20100429r34148+nobinonly-0ubuntu1~umd1 3.6.5~hg20100429r34148+nobinonly-0ubuntu1~umd1
2010-05-01 19:17:52 status unpacked firefox 3.6.5~hg20100429r34148+nobinonly-0ubuntu1~umd1
2010-05-01 19:17:53 status unpacked firefox 3.6.5~hg20100429r34148+nobinonly-0ubuntu1~umd1
2010-05-01 19:17:53 status unpacked firefox 3.6.5~hg20100429r34148+nobinonly-0ubuntu1~umd1
2010-05-01 19:17:53 status unpacked firefox 3.6.5~hg20100429r34148+nobinonly-0ubuntu1~umd1
2010-05-01 19:17:53 status unpacked firefox 3.6.5~hg20100429r34148+nobinonly-0ubuntu1~umd1
2010-05-01 19:17:53 status unpacked firefox 3.6.5~hg20100429r34148+nobinonly-0ubuntu1~umd1
2010-05-01 19:17:53 status unpacked firefox 3.6.5~hg20100429r34148+nobinonly-0ubuntu1~umd1
2010-05-01 19:17:53 status unpacked firefox 3.6.5~hg20100429r34148+nobinonly-0ubuntu1~umd1
2010-05-01 19:17:53 status unpacked firefox 3.6.5~hg20100429r34148+nobinonly-0ubuntu1~umd1
2010-05-01 19:17:53 status half-configured firefox 3.6.5~hg20100429r34148+nobinonly-0ubuntu1~umd1
2010-05-01 19:17:53 update-alternatives: run with --install /usr/bin/x-www-browser x-www-browser /usr/bin/firefox 40
2010-05-01 19:17:55 status installed firefox 3.6.5~hg20100429r34148+nobinonly-0ubuntu1~umd1
2010-05-01 19:17:55 configure chromium-browser 5.0.393.0~svn20100430r46027-0ubuntu1~ucd1 5.0.393.0~svn20100430r46027-0ubuntu1~ucd1
2010-05-01 19:17:55 status unpacked chromium-browser 5.0.393.0~svn20100430r46027-0ubuntu1~ucd1
2010-05-01 19:17:55 status unpacked chromium-browser 5.0.393.0~svn20100430r46027-0ubuntu1~ucd1
2010-05-01 19:17:55 status half-configured chromium-browser 5.0.393.0~svn20100430r46027-0ubuntu1~ucd1
2010-05-01 19:17:55 update-alternatives: run with --install /usr/bin/x-www-browser x-www-browser /usr/bin/chromium-browser 40
2010-05-01 19:17:55 update-alternatives: run with --install /usr/bin/gnome-www-browser gnome-www-browser /usr/bin/chromium-browser 40
2010-05-01 19:17:55 update-alternatives: link group gnome-www-browser updated to point to /usr/bin/chromium-browser
2010-05-01 19:17:55 status installed chromium-browser 5.0.393.0~svn20100430r46027-0ubuntu1~ucd1
2010-05-01 19:17:55 trigproc python-gmenu 2.30.0-0ubuntu4 2.30.0-0ubuntu4
2010-05-01 19:17:55 status half-configured python-gmenu 2.30.0-0ubuntu4
2010-05-01 19:17:55 status installed language-pack-ro-base 1:10.04+20100422
2010-05-01 19:17:55 status installed language-pack-en-base 1:10.04+20100422
2010-05-01 19:17:56 status installed language-pack-ru-base 1:10.04+20100422
2010-05-01 19:17:56 status installed python-gmenu 2.30.0-0ubuntu4
2010-05-01 19:17:56 configure language-pack-gnome-ro 1:10.04+20100422 1:10.04+20100422
2010-05-01 19:17:56 status unpacked language-pack-gnome-ro 1:10.04+20100422
2010-05-01 19:17:56 status half-configured language-pack-gnome-ro 1:10.04+20100422
2010-05-01 19:17:56 status installed language-pack-gnome-ro 1:10.04+20100422
2010-05-01 19:17:56 configure language-pack-gnome-ru 1:10.04+20100422 1:10.04+20100422
2010-05-01 19:17:56 status unpacked language-pack-gnome-ru 1:10.04+20100422
2010-05-01 19:17:56 status half-configured language-pack-gnome-ru 1:10.04+20100422
2010-05-01 19:17:56 status installed language-pack-gnome-ru 1:10.04+20100422
2010-05-01 19:17:56 configure language-pack-gnome-en 1:10.04+20100422 1:10.04+20100422
2010-05-01 19:17:56 status unpacked language-pack-gnome-en 1:10.04+20100422
2010-05-01 19:17:56 status half-configured language-pack-gnome-en 1:10.04+20100422
2010-05-01 19:17:57 status installed language-pack-gnome-en 1:10.04+20100422
2010-05-01 19:17:57 configure language-pack-gnome-ro-base 1:10.04+20100422 1:10.04+20100422
2010-05-01 19:17:57 status unpacked language-pack-gnome-ro-base 1:10.04+20100422
2010-05-01 19:17:57 status half-configured language-pack-gnome-ro-base 1:10.04+20100422
2010-05-01 19:17:57 status installed language-pack-gnome-ro-base 1:10.04+20100422
2010-05-01 19:17:57 status triggers-pending python-gmenu 2.30.0-0ubuntu4
2010-05-01 19:17:57 status triggers-awaited language-pack-gnome-ro-base 1:10.04+20100422
2010-05-01 19:17:57 configure language-pack-gnome-ru-base 1:10.04+20100422 1:10.04+20100422
2010-05-01 19:17:57 status unpacked language-pack-gnome-ru-base 1:10.04+20100422
2010-05-01 19:17:57 status half-configured language-pack-gnome-ru-base 1:10.04+20100422
2010-05-01 19:17:57 status installed language-pack-gnome-ru-base 1:10.04+20100422
2010-05-01 19:17:57 status triggers-awaited language-pack-gnome-ru-base 1:10.04+20100422
2010-05-01 19:17:57 configure language-pack-gnome-en-base 1:10.04+20100422 1:10.04+20100422
2010-05-01 19:17:57 status unpacked language-pack-gnome-en-base 1:10.04+20100422
2010-05-01 19:17:58 status half-configured language-pack-gnome-en-base 1:10.04+20100422
2010-05-01 19:17:58 status installed language-pack-gnome-en-base 1:10.04+20100422
2010-05-01 19:17:58 status triggers-awaited language-pack-gnome-en-base 1:10.04+20100422
2010-05-01 19:17:58 trigproc libc-bin 2.11.1-0ubuntu7 2.11.1-0ubuntu7
2010-05-01 19:17:58 status half-configured libc-bin 2.11.1-0ubuntu7
2010-05-01 19:17:58 status installed libc-bin 2.11.1-0ubuntu7
2010-05-01 19:17:58 trigproc python-support 1.0.4ubuntu1 1.0.4ubuntu1
2010-05-01 19:17:58 status half-configured python-support 1.0.4ubuntu1
2010-05-01 19:17:59 status installed python-support 1.0.4ubuntu1
2010-05-01 19:17:59 trigproc python-gmenu 2.30.0-0ubuntu4 2.30.0-0ubuntu4
2010-05-01 19:17:59 status half-configured python-gmenu 2.30.0-0ubuntu4
2010-05-01 19:17:59 status installed language-pack-gnome-en-base 1:10.04+20100422
2010-05-01 19:17:59 status installed language-pack-gnome-ru-base 1:10.04+20100422
2010-05-01 19:17:59 status installed language-pack-gnome-ro-base 1:10.04+20100422
2010-05-01 19:18:00 status installed python-gmenu 2.30.0-0ubuntu4
2010-05-01 19:18:00 status triggers-pending python-support 1.0.4ubuntu1
2010-05-01 19:18:00 trigproc python-support 1.0.4ubuntu1 1.0.4ubuntu1
2010-05-01 19:18:00 status half-configured python-support 1.0.4ubuntu1
2010-05-01 19:18:01 status installed python-support 1.0.4ubuntu1
2010-05-01 19:35:31 update-alternatives: run with --config gnome-www-browser
2010-05-01 19:36:29 update-alternatives: run with --set gnome-www-browser /usr/bin/firefox
2010-05-03 21:47:45 startup archives unpack
2010-05-03 21:47:52 upgrade update-manager 1:0.134.7 1:0.134.8
2010-05-03 21:47:52 status half-configured update-manager 1:0.134.7
2010-05-03 21:47:56 status unpacked update-manager 1:0.134.7
2010-05-03 21:47:56 status half-installed update-manager 1:0.134.7
2010-05-03 21:47:56 status triggers-pending hicolor-icon-theme 0.11-1
2010-05-03 21:47:56 status half-installed update-manager 1:0.134.7
2010-05-03 21:47:57 status triggers-pending python-gmenu 2.30.0-0ubuntu4
2010-05-03 21:47:57 status half-installed update-manager 1:0.134.7
2010-05-03 21:47:57 status triggers-pending desktop-file-utils 0.16-0ubuntu2
2010-05-03 21:47:57 status half-installed update-manager 1:0.134.7
2010-05-03 21:47:57 status triggers-pending man-db 2.5.7-2
2010-05-03 21:47:57 status half-installed update-manager 1:0.134.7
2010-05-03 21:47:59 status half-installed update-manager 1:0.134.7
2010-05-03 21:47:59 status unpacked update-manager 1:0.134.8
2010-05-03 21:48:00 status unpacked update-manager 1:0.134.8
2010-05-03 21:48:00 upgrade update-manager-core 1:0.134.7 1:0.134.8
2010-05-03 21:48:00 status half-configured update-manager-core 1:0.134.7
2010-05-03 21:48:00 status unpacked update-manager-core 1:0.134.7
2010-05-03 21:48:00 status half-installed update-manager-core 1:0.134.7
2010-05-03 21:48:03 status half-installed update-manager-core 1:0.134.7
2010-05-03 21:48:03 status unpacked update-manager-core 1:0.134.8
2010-05-03 21:48:03 status unpacked update-manager-core 1:0.134.8
2010-05-03 21:48:03 upgrade chromium-codecs-ffmpeg 0.5+svn20100427r45726+45733+46026-0ubuntu1~ucd1 0.5+svn20100430r46138+46111+46030-0ubuntu1~ucd1
2010-05-03 21:48:03 status half-configured chromium-codecs-ffmpeg 0.5+svn20100427r45726+45733+46026-0ubuntu1~ucd1
2010-05-03 21:48:03 status unpacked chromium-codecs-ffmpeg 0.5+svn20100427r45726+45733+46026-0ubuntu1~ucd1
2010-05-03 21:48:04 status half-installed chromium-codecs-ffmpeg 0.5+svn20100427r45726+45733+46026-0ubuntu1~ucd1
2010-05-03 21:48:04 status half-installed chromium-codecs-ffmpeg 0.5+svn20100427r45726+45733+46026-0ubuntu1~ucd1
2010-05-03 21:48:04 status unpacked chromium-codecs-ffmpeg 0.5+svn20100430r46138+46111+46030-0ubuntu1~ucd1
2010-05-03 21:48:04 status unpacked chromium-codecs-ffmpeg 0.5+svn20100430r46138+46111+46030-0ubuntu1~ucd1
2010-05-03 21:48:04 upgrade ghostscript 8.71.dfsg.1-0ubuntu5 8.71.dfsg.1-0ubuntu5.1
2010-05-03 21:48:04 status half-configured ghostscript 8.71.dfsg.1-0ubuntu5
2010-05-03 21:48:09 update-alternatives: run with --remove-all ps2pdf
2010-05-03 21:48:09 update-alternatives: link group ps2pdf fully removed
2010-05-03 21:48:09 status unpacked ghostscript 8.71.dfsg.1-0ubuntu5
2010-05-03 21:48:09 status half-installed ghostscript 8.71.dfsg.1-0ubuntu5
2010-05-03 21:48:09 status half-installed ghostscript 8.71.dfsg.1-0ubuntu5
2010-05-03 21:48:22 status half-installed ghostscript 8.71.dfsg.1-0ubuntu5
2010-05-03 21:48:23 status unpacked ghostscript 8.71.dfsg.1-0ubuntu5.1
2010-05-03 21:48:23 status unpacked ghostscript 8.71.dfsg.1-0ubuntu5.1
2010-05-03 21:48:23 upgrade libgs8 8.71.dfsg.1-0ubuntu5 8.71.dfsg.1-0ubuntu5.1
2010-05-03 21:48:23 status half-configured libgs8 8.71.dfsg.1-0ubuntu5
2010-05-03 21:48:23 status unpacked libgs8 8.71.dfsg.1-0ubuntu5
2010-05-03 21:48:23 status half-installed libgs8 8.71.dfsg.1-0ubuntu5
2010-05-03 21:48:24 status half-installed libgs8 8.71.dfsg.1-0ubuntu5
2010-05-03 21:48:24 status unpacked libgs8 8.71.dfsg.1-0ubuntu5.1
2010-05-03 21:48:24 status unpacked libgs8 8.71.dfsg.1-0ubuntu5.1
2010-05-03 21:48:24 upgrade ghostscript-cups 8.71.dfsg.1-0ubuntu5 8.71.dfsg.1-0ubuntu5.1
2010-05-03 21:48:24 status half-configured ghostscript-cups 8.71.dfsg.1-0ubuntu5
2010-05-03 21:48:24 status unpacked ghostscript-cups 8.71.dfsg.1-0ubuntu5
2010-05-03 21:48:24 status half-installed ghostscript-cups 8.71.dfsg.1-0ubuntu5
2010-05-03 21:48:25 status half-installed ghostscript-cups 8.71.dfsg.1-0ubuntu5
2010-05-03 21:48:25 status unpacked ghostscript-cups 8.71.dfsg.1-0ubuntu5.1
2010-05-03 21:48:25 status unpacked ghostscript-cups 8.71.dfsg.1-0ubuntu5.1
2010-05-03 21:48:25 upgrade ghostscript-x 8.71.dfsg.1-0ubuntu5 8.71.dfsg.1-0ubuntu5.1
2010-05-03 21:48:25 status half-configured ghostscript-x 8.71.dfsg.1-0ubuntu5
2010-05-03 21:48:25 status unpacked ghostscript-x 8.71.dfsg.1-0ubuntu5
2010-05-03 21:48:25 status half-installed ghostscript-x 8.71.dfsg.1-0ubuntu5
2010-05-03 21:48:25 status half-installed ghostscript-x 8.71.dfsg.1-0ubuntu5
2010-05-03 21:48:25 status unpacked ghostscript-x 8.71.dfsg.1-0ubuntu5.1
2010-05-03 21:48:26 status unpacked ghostscript-x 8.71.dfsg.1-0ubuntu5.1
2010-05-03 21:48:26 upgrade gwibber 2.30.0.1-0ubuntu1 2.30.0.1-0ubuntu2
2010-05-03 21:48:26 status half-configured gwibber 2.30.0.1-0ubuntu1
2010-05-03 21:48:26 status unpacked gwibber 2.30.0.1-0ubuntu1
2010-05-03 21:48:26 status half-installed gwibber 2.30.0.1-0ubuntu1
2010-05-03 21:48:26 status half-installed gwibber 2.30.0.1-0ubuntu1
2010-05-03 21:48:27 status half-installed gwibber 2.30.0.1-0ubuntu1
2010-05-03 21:48:27 status half-installed gwibber 2.30.0.1-0ubuntu1
2010-05-03 21:48:34 status half-installed gwibber 2.30.0.1-0ubuntu1
2010-05-03 21:48:34 status unpacked gwibber 2.30.0.1-0ubuntu2
2010-05-03 21:48:34 status unpacked gwibber 2.30.0.1-0ubuntu2
2010-05-03 21:48:34 upgrade gwibber-service 2.30.0.1-0ubuntu1 2.30.0.1-0ubuntu2
2010-05-03 21:48:34 status half-configured gwibber-service 2.30.0.1-0ubuntu1
2010-05-03 21:48:35 status unpacked gwibber-service 2.30.0.1-0ubuntu1
2010-05-03 21:48:35 status half-installed gwibber-service 2.30.0.1-0ubuntu1
2010-05-03 21:48:37 status half-installed gwibber-service 2.30.0.1-0ubuntu1
2010-05-03 21:48:37 status unpacked gwibber-service 2.30.0.1-0ubuntu2
2010-05-03 21:48:37 status unpacked gwibber-service 2.30.0.1-0ubuntu2
2010-05-03 21:48:37 upgrade python-cupshelpers 1.2.0+20100408-0ubuntu5.1 1.2.0+20100408-0ubuntu5.2
2010-05-03 21:48:37 status half-configured python-cupshelpers 1.2.0+20100408-0ubuntu5.1
2010-05-03 21:48:37 status triggers-pending python-support 1.0.4ubuntu1
2010-05-03 21:48:37 status unpacked python-cupshelpers 1.2.0+20100408-0ubuntu5.1
2010-05-03 21:48:37 status half-installed python-cupshelpers 1.2.0+20100408-0ubuntu5.1
2010-05-03 21:48:38 status half-installed python-cupshelpers 1.2.0+20100408-0ubuntu5.1
2010-05-03 21:48:38 status unpacked python-cupshelpers 1.2.0+20100408-0ubuntu5.2
2010-05-03 21:48:38 status unpacked python-cupshelpers 1.2.0+20100408-0ubuntu5.2
2010-05-03 21:48:38 upgrade system-config-printer-udev 1.2.0+20100408-0ubuntu5.1 1.2.0+20100408-0ubuntu5.2
2010-05-03 21:48:38 status half-configured system-config-printer-udev 1.2.0+20100408-0ubuntu5.1
2010-05-03 21:48:38 status unpacked system-config-printer-udev 1.2.0+20100408-0ubuntu5.1
2010-05-03 21:48:38 status half-installed system-config-printer-udev 1.2.0+20100408-0ubuntu5.1
2010-05-03 21:48:39 status half-installed system-config-printer-udev 1.2.0+20100408-0ubuntu5.1
2010-05-03 21:48:39 status unpacked system-config-printer-udev 1.2.0+20100408-0ubuntu5.2
2010-05-03 21:48:39 status unpacked system-config-printer-udev 1.2.0+20100408-0ubuntu5.2
2010-05-03 21:48:39 upgrade hal-cups-utils 1.2.0+20100408-0ubuntu5.1 1.2.0+20100408-0ubuntu5.2
2010-05-03 21:48:39 status half-configured hal-cups-utils 1.2.0+20100408-0ubuntu5.1
2010-05-03 21:48:39 status unpacked hal-cups-utils 1.2.0+20100408-0ubuntu5.1
2010-05-03 21:48:39 status half-installed hal-cups-utils 1.2.0+20100408-0ubuntu5.1
2010-05-03 21:48:39 status half-installed hal-cups-utils 1.2.0+20100408-0ubuntu5.1
2010-05-03 21:48:39 status unpacked hal-cups-utils 1.2.0+20100408-0ubuntu5.2
2010-05-03 21:48:39 status unpacked hal-cups-utils 1.2.0+20100408-0ubuntu5.2
2010-05-03 21:48:40 upgrade obexd-client 0.22-0ubuntu1 0.22-0ubuntu2
2010-05-03 21:48:40 status half-configured obexd-client 0.22-0ubuntu1
2010-05-03 21:48:40 status unpacked obexd-client 0.22-0ubuntu1
2010-05-03 21:48:40 status half-installed obexd-client 0.22-0ubuntu1
2010-05-03 21:48:40 status half-installed obexd-client 0.22-0ubuntu1
2010-05-03 21:48:41 status unpacked obexd-client 0.22-0ubuntu2
2010-05-03 21:48:41 status unpacked obexd-client 0.22-0ubuntu2
2010-05-03 21:48:41 upgrade system-config-printer-common 1.2.0+20100408-0ubuntu5.1 1.2.0+20100408-0ubuntu5.2
2010-05-03 21:48:41 status half-configured system-config-printer-common 1.2.0+20100408-0ubuntu5.1
2010-05-03 21:48:41 status unpacked system-config-printer-common 1.2.0+20100408-0ubuntu5.1
2010-05-03 21:48:41 status half-installed system-config-printer-common 1.2.0+20100408-0ubuntu5.1
2010-05-03 21:48:42 status half-installed system-config-printer-common 1.2.0+20100408-0ubuntu5.1
2010-05-03 21:48:42 status unpacked system-config-printer-common 1.2.0+20100408-0ubuntu5.2
2010-05-03 21:48:42 status unpacked system-config-printer-common 1.2.0+20100408-0ubuntu5.2
2010-05-03 21:48:42 upgrade system-config-printer-gnome 1.2.0+20100408-0ubuntu5.1 1.2.0+20100408-0ubuntu5.2
2010-05-03 21:48:42 status half-configured system-config-printer-gnome 1.2.0+20100408-0ubuntu5.1
2010-05-03 21:48:43 status unpacked system-config-printer-gnome 1.2.0+20100408-0ubuntu5.1
2010-05-03 21:48:43 status half-installed system-config-printer-gnome 1.2.0+20100408-0ubuntu5.1
2010-05-03 21:48:43 status half-installed system-config-printer-gnome 1.2.0+20100408-0ubuntu5.1
2010-05-03 21:48:43 status half-installed system-config-printer-gnome 1.2.0+20100408-0ubuntu5.1
2010-05-03 21:48:43 status half-installed system-config-printer-gnome 1.2.0+20100408-0ubuntu5.1
2010-05-03 21:48:46 status half-installed system-config-printer-gnome 1.2.0+20100408-0ubuntu5.1
2010-05-03 21:48:46 status unpacked system-config-printer-gnome 1.2.0+20100408-0ubuntu5.2
2010-05-03 21:48:46 status unpacked system-config-printer-gnome 1.2.0+20100408-0ubuntu5.2
2010-05-03 21:48:46 trigproc hicolor-icon-theme 0.11-1 0.11-1
2010-05-03 21:48:46 status half-configured hicolor-icon-theme 0.11-1
2010-05-03 21:48:48 status installed hicolor-icon-theme 0.11-1
2010-05-03 21:48:49 trigproc python-gmenu 2.30.0-0ubuntu4 2.30.0-0ubuntu4
2010-05-03 21:48:49 status half-configured python-gmenu 2.30.0-0ubuntu4
2010-05-03 21:48:50 status installed python-gmenu 2.30.0-0ubuntu4
2010-05-03 21:48:50 trigproc desktop-file-utils 0.16-0ubuntu2 0.16-0ubuntu2
2010-05-03 21:48:50 status half-configured desktop-file-utils 0.16-0ubuntu2
2010-05-03 21:48:50 status installed desktop-file-utils 0.16-0ubuntu2
2010-05-03 21:48:50 trigproc man-db 2.5.7-2 2.5.7-2
2010-05-03 21:48:50 status half-configured man-db 2.5.7-2
2010-05-03 21:48:53 status installed man-db 2.5.7-2
2010-05-03 21:48:53 trigproc python-support 1.0.4ubuntu1 1.0.4ubuntu1
2010-05-03 21:48:53 status half-configured python-support 1.0.4ubuntu1
2010-05-03 21:48:57 status installed python-support 1.0.4ubuntu1
2010-05-03 21:48:58 startup packages configure
2010-05-03 21:48:58 configure update-manager-core 1:0.134.8 1:0.134.8
2010-05-03 21:48:58 status unpacked update-manager-core 1:0.134.8
2010-05-03 21:48:58 status unpacked update-manager-core 1:0.134.8
2010-05-03 21:48:59 status unpacked update-manager-core 1:0.134.8
2010-05-03 21:48:59 status unpacked update-manager-core 1:0.134.8
2010-05-03 21:48:59 status half-configured update-manager-core 1:0.134.8
2010-05-03 21:48:59 status installed update-manager-core 1:0.134.8
2010-05-03 21:48:59 status triggers-pending python-central 0.6.15ubuntu1
2010-05-03 21:48:59 status triggers-awaited update-manager-core 1:0.134.8
2010-05-03 21:48:59 configure chromium-codecs-ffmpeg 0.5+svn20100430r46138+46111+46030-0ubuntu1~ucd1 0.5+svn20100430r46138+46111+46030-0ubuntu1~ucd1
2010-05-03 21:48:59 status unpacked chromium-codecs-ffmpeg 0.5+svn20100430r46138+46111+46030-0ubuntu1~ucd1
2010-05-03 21:48:59 status half-configured chromium-codecs-ffmpeg 0.5+svn20100430r46138+46111+46030-0ubuntu1~ucd1
2010-05-03 21:49:00 status installed chromium-codecs-ffmpeg 0.5+svn20100430r46138+46111+46030-0ubuntu1~ucd1
2010-05-03 21:49:00 configure libgs8 8.71.dfsg.1-0ubuntu5.1 8.71.dfsg.1-0ubuntu5.1
2010-05-03 21:49:00 status unpacked libgs8 8.71.dfsg.1-0ubuntu5.1
2010-05-03 21:49:00 status half-configured libgs8 8.71.dfsg.1-0ubuntu5.1
2010-05-03 21:49:00 status installed libgs8 8.71.dfsg.1-0ubuntu5.1
2010-05-03 21:49:00 status triggers-pending libc-bin 2.11.1-0ubuntu7
2010-05-03 21:49:00 configure ghostscript 8.71.dfsg.1-0ubuntu5.1 8.71.dfsg.1-0ubuntu5.1
2010-05-03 21:49:00 status unpacked ghostscript 8.71.dfsg.1-0ubuntu5.1
2010-05-03 21:49:00 status half-configured ghostscript 8.71.dfsg.1-0ubuntu5.1
2010-05-03 21:49:00 update-alternatives: run with --install /usr/bin/ps2pdf ps2pdf /usr/bin/ps2pdf14 50
2010-05-03 21:49:00 update-alternatives: link group ps2pdf updated to point to /usr/bin/ps2pdf14
2010-05-03 21:49:00 update-alternatives: run with --install /usr/bin/ps2pdf ps2pdf /usr/bin/ps2pdf12 30
2010-05-03 21:49:00 update-alternatives: run with --install /usr/bin/ps2pdf ps2pdf /usr/bin/ps2pdf13 40
2010-05-03 21:49:03 status installed ghostscript 8.71.dfsg.1-0ubuntu5.1
2010-05-03 21:49:03 configure ghostscript-cups 8.71.dfsg.1-0ubuntu5.1 8.71.dfsg.1-0ubuntu5.1
2010-05-03 21:49:03 status unpacked ghostscript-cups 8.71.dfsg.1-0ubuntu5.1
2010-05-03 21:49:03 status half-configured ghostscript-cups 8.71.dfsg.1-0ubuntu5.1
2010-05-03 21:49:14 status installed ghostscript-cups 8.71.dfsg.1-0ubuntu5.1
2010-05-03 21:49:14 configure ghostscript-x 8.71.dfsg.1-0ubuntu5.1 8.71.dfsg.1-0ubuntu5.1
2010-05-03 21:49:14 status unpacked ghostscript-x 8.71.dfsg.1-0ubuntu5.1
2010-05-03 21:49:14 status half-configured ghostscript-x 8.71.dfsg.1-0ubuntu5.1
2010-05-03 21:49:14 status installed ghostscript-x 8.71.dfsg.1-0ubuntu5.1
2010-05-03 21:49:14 configure gwibber-service 2.30.0.1-0ubuntu2 2.30.0.1-0ubuntu2
2010-05-03 21:49:14 status unpacked gwibber-service 2.30.0.1-0ubuntu2
2010-05-03 21:49:14 status half-configured gwibber-service 2.30.0.1-0ubuntu2
2010-05-03 21:49:15 status installed gwibber-service 2.30.0.1-0ubuntu2
